Number of Rows
--------------
9876
 
Hidden States
-------------
[4 4 4 ... 7 7 7]
 
Record of data hidden state
**********************************
No.     mean of X  -  mean of Y      #Number
79      -6.11490127714     -  -3.81406145289      0
80      -6.28119500139     -  -5.72259948329      0
81      -6.28119500139     -  -6.23795522814      14
82      -6.28119500139     -  -4.09847646614      0
83      -6.28119500139     -  -6.46468562319      0
84      -6.28119500139     -  -6.11490127714      17
85      -6.28119500139     -  -6.28119500139      2204
86      -6.28119500139     -  -5.07071628092      0
87      -6.28119500139     -  -6.38375366093      3
88      -6.28119500139     -  -3.90896289399      0
89      -6.28119500139     -  -5.80876930673      9
90      -6.28119500139     -  -5.45208939077      0
91      -6.28119500139     -  -4.33821735877      0
92      -6.28119500139     -  -6.08816272454      79
93      -6.28119500139     -  -6.17114501277      0
94      -6.28119500139     -  -5.97491598029      4
95      -6.28119500139     -  -3.81406145289      1
96      -5.07071628092     -  -5.72259948329      4
97      -5.07071628092     -  -6.23795522814      0
98      -5.07071628092     -  -4.09847646614      0
99      -5.07071628092     -  -6.46468562319      0
100      -5.07071628092     -  -6.11490127714      3
101      -5.07071628092     -  -6.28119500139      0
102      -5.07071628092     -  -5.07071628092      41
103      -5.07071628092     -  -6.38375366093      0
104      -5.07071628092     -  -3.90896289399      3
105      -5.07071628092     -  -5.80876930673      0
106      -5.07071628092     -  -5.45208939077      0
107      -5.07071628092     -  -4.33821735877      3
108      -5.07071628092     -  -6.08816272454      0
109      -5.07071628092     -  -6.17114501277      0
110      -5.07071628092     -  -5.97491598029      6
111      -5.07071628092     -  -3.81406145289      0
112      -6.38375366093     -  -5.72259948329      0
113      -6.38375366093     -  -6.23795522814      0
114      -6.38375366093     -  -4.09847646614      0
115      -6.38375366093     -  -6.46468562319      0
116      -6.38375366093     -  -6.11490127714      3
117      -6.38375366093     -  -6.28119500139      15
118      -6.38375366093     -  -5.07071628092      1
119      -6.38375366093     -  -6.38375366093      966
120      -6.38375366093     -  -3.90896289399      0
121      -6.38375366093     -  -5.80876930673      4
122      -6.38375366093     -  -5.45208939077      0
123      -6.38375366093     -  -4.33821735877      0
124      -6.38375366093     -  -6.08816272454      36
125      -6.38375366093     -  -6.17114501277      2
126      -6.38375366093     -  -5.97491598029      0
127      -6.38375366093     -  -3.81406145289      0
128      -3.90896289399     -  -5.72259948329      0
129      -3.90896289399     -  -6.23795522814      0
130      -3.90896289399     -  -4.09847646614      37
131      -3.90896289399     -  -6.46468562319      0
132      -3.90896289399     -  -6.11490127714      0
133      -3.90896289399     -  -6.28119500139      0
134      -3.90896289399     -  -5.07071628092      0
135      -3.90896289399     -  -6.38375366093      0
136      -3.90896289399     -  -3.90896289399      516
137      -3.90896289399     -  -5.80876930673      0
138      -3.90896289399     -  -5.45208939077      0
139      -3.90896289399     -  -4.33821735877      4
140      -3.90896289399     -  -6.08816272454      0
141      -3.90896289399     -  -6.17114501277      1
142      -3.90896289399     -  -5.97491598029      1
143      -3.90896289399     -  -3.81406145289      0
144      -5.80876930673     -  -5.72259948329      0
145      -5.80876930673     -  -6.23795522814      0
146      -5.80876930673     -  -4.09847646614      0
147      -5.80876930673     -  -6.46468562319      0
148      -5.80876930673     -  -6.11490127714      0
149      -5.80876930673     -  -6.28119500139      18
150      -5.80876930673     -  -5.07071628092      0
151      -5.80876930673     -  -6.38375366093      0
152      -5.80876930673     -  -3.90896289399      0
153      -5.80876930673     -  -5.80876930673      152
154      -5.80876930673     -  -5.45208939077      2
155      -5.80876930673     -  -4.33821735877      0
156      -5.80876930673     -  -6.08816272454      1
157      -5.80876930673     -  -6.17114501277      22
158      -5.80876930673     -  -5.97491598029      0
159      -5.80876930673     -  -3.81406145289      0
160      -5.45208939077     -  -5.72259948329      34
161      -5.45208939077     -  -6.23795522814      0
162      -5.45208939077     -  -4.09847646614      0
163      -5.45208939077     -  -6.46468562319      1
164      -5.45208939077     -  -6.11490127714      0
165      -5.45208939077     -  -6.28119500139      0
166      -5.45208939077     -  -5.07071628092      2
167      -5.45208939077     -  -6.38375366093      0
168      -5.45208939077     -  -3.90896289399      0
169      -5.45208939077     -  -5.80876930673      1
170      -5.45208939077     -  -5.45208939077      464
171      -5.45208939077     -  -4.33821735877      0
172      -5.45208939077     -  -6.08816272454      0
173      -5.45208939077     -  -6.17114501277      0
174      -5.45208939077     -  -5.97491598029      0
175      -5.45208939077     -  -3.81406145289      0
176      -4.33821735877     -  -5.72259948329      0
177      -4.33821735877     -  -6.23795522814      0
178      -4.33821735877     -  -4.09847646614      0
179      -4.33821735877     -  -6.46468562319      0
180      -4.33821735877     -  -6.11490127714      0
181      -4.33821735877     -  -6.28119500139      0
182      -4.33821735877     -  -5.07071628092      2
183      -4.33821735877     -  -6.38375366093      1
184      -4.33821735877     -  -3.90896289399      2
185      -4.33821735877     -  -5.80876930673      3
186      -4.33821735877     -  -5.45208939077      0
187      -4.33821735877     -  -4.33821735877      112
188      -4.33821735877     -  -6.08816272454      0
189      -4.33821735877     -  -6.17114501277      0
190      -4.33821735877     -  -5.97491598029      0
191      -4.33821735877     -  -3.81406145289      0
192      -6.08816272454     -  -5.72259948329      0
193      -6.08816272454     -  -6.23795522814      21
194      -6.08816272454     -  -4.09847646614      0
195      -6.08816272454     -  -6.46468562319      0
196      -6.08816272454     -  -6.11490127714      0
197      -6.08816272454     -  -6.28119500139      54
198      -6.08816272454     -  -5.07071628092      0
199      -6.08816272454     -  -6.38375366093      45
200      -6.08816272454     -  -3.90896289399      0
201      -6.08816272454     -  -5.80876930673      3
202      -6.08816272454     -  -5.45208939077      0
203      -6.08816272454     -  -4.33821735877      0
204      -6.08816272454     -  -6.08816272454      498
205      -6.08816272454     -  -6.17114501277      0
206      -6.08816272454     -  -5.97491598029      0
207      -6.08816272454     -  -3.81406145289      0
208      -6.17114501277     -  -5.72259948329      0
209      -6.17114501277     -  -6.23795522814      396
210      -6.17114501277     -  -4.09847646614      0
211      -6.17114501277     -  -6.46468562319      7
212      -6.17114501277     -  -6.11490127714      0
213      -6.17114501277     -  -6.28119500139      14
214      -6.17114501277     -  -5.07071628092      10
215      -6.17114501277     -  -6.38375366093      9
216      -6.17114501277     -  -3.90896289399      0
217      -6.17114501277     -  -5.80876930673      21
218      -6.17114501277     -  -5.45208939077      0
219      -6.17114501277     -  -4.33821735877      0
220      -6.17114501277     -  -6.08816272454      7
221      -6.17114501277     -  -6.17114501277      148
222      -6.17114501277     -  -5.97491598029      0
223      -6.17114501277     -  -3.81406145289      0
224      -5.97491598029     -  -5.72259948329      34
225      -5.97491598029     -  -6.23795522814      0
226      -5.97491598029     -  -4.09847646614      1
227      -5.97491598029     -  -6.46468562319      2
228      -5.97491598029     -  -6.11490127714      50
229      -5.97491598029     -  -6.28119500139      6
230      -5.97491598029     -  -5.07071628092      3
231      -5.97491598029     -  -6.38375366093      0
232      -5.97491598029     -  -3.90896289399      0
233      -5.97491598029     -  -5.80876930673      0
234      -5.97491598029     -  -5.45208939077      0
235      -5.97491598029     -  -4.33821735877      0
236      -5.97491598029     -  -6.08816272454      0
237      -5.97491598029     -  -6.17114501277      0
238      -5.97491598029     -  -5.97491598029      609
239      -5.97491598029     -  -3.81406145289      0
240      -3.81406145289     -  -5.72259948329      0
241      -3.81406145289     -  -6.23795522814      0
242      -3.81406145289     -  -4.09847646614      18
243      -3.81406145289     -  -6.46468562319      0
244      -3.81406145289     -  -6.11490127714      0
245      -3.81406145289     -  -6.28119500139      0
246      -3.81406145289     -  -5.07071628092      0
247      -3.81406145289     -  -6.38375366093      1
248      -3.81406145289     -  -3.90896289399      0
249      -3.81406145289     -  -5.80876930673      1
250      -3.81406145289     -  -5.45208939077      0
251      -3.81406145289     -  -4.33821735877      0
252      -3.81406145289     -  -6.08816272454      0
253      -3.81406145289     -  -6.17114501277      0
254      -3.81406145289     -  -5.97491598029      0
255      -3.81406145289     -  -3.81406145289      222
 
Record of all hidden state
**********************************
No.     TIME Start  -  TIME End      VALUE           Hidden State {}th       Time domain
0      100.01032     -  100.11032      -6.11490127714        4               0.1
1      100.12037     -  100.26033      -5.97491598029        14               0.13996
2      100.27032     -  100.27032      -5.72259948329        0               0.0
3      100.28037     -  100.36033      -5.97491598029        14               0.07996
4      100.37032     -  100.38037      -5.72259948329        0               0.01005
5      100.39036     -  100.44033      -5.97491598029        14               0.04997
6      100.45036     -  100.46033      -6.28119500139        5               0.00997
7      100.47032     -  100.50037      -6.08816272454        12               0.03005
8      100.51032     -  100.53055      -6.28119500139        5               0.02023
9      100.54037     -  100.76037      -5.97491598029        14               0.22
10      100.77032     -  100.89032      -6.11490127714        4               0.12
11      100.90037     -  100.99032      -5.97491598029        14               0.08995
12      101.00033     -  101.03045      -6.11490127714        4               0.03012
13      101.04037     -  101.04037      -6.17114501277        13               0.0
14      101.05037     -  101.05037      -6.23795522814        1               0.0
15      101.06125     -  101.06125      -6.17114501277        13               0.0
16      101.07032     -  101.07032      -6.23795522814        1               0.0
17      101.08056     -  101.09041      -6.17114501277        13               0.00985
18      101.10032     -  101.10032      -6.23795522814        1               0.0
19      101.11036     -  101.11036      -6.17114501277        13               0.0
20      101.12036     -  101.12036      -6.23795522814        1               0.0
21      101.13037     -  101.13037      -6.17114501277        13               0.0
22      101.14032     -  101.14032      -6.23795522814        1               0.0
23      101.15037     -  101.15037      -6.17114501277        13               0.0
24      101.16032     -  101.16032      -6.23795522814        1               0.0
25      101.17033     -  101.18036      -6.17114501277        13               0.01003
26      101.19037     -  101.19037      -6.23795522814        1               0.0
27      101.20032     -  101.21037      -6.17114501277        13               0.01005
28      101.22036     -  101.22036      -6.23795522814        1               0.0
29      101.23054     -  101.24036      -6.17114501277        13               0.00981999999999
30      101.25037     -  101.25037      -6.23795522814        1               0.0
31      101.26032     -  101.26032      -6.17114501277        13               0.0
32      101.27032     -  101.27032      -6.23795522814        1               0.0
33      101.28032     -  101.28032      -6.17114501277        13               0.0
34      101.29033     -  101.29033      -6.23795522814        1               0.0
35      101.30036     -  101.48057      -6.11490127714        4               0.18021
36      101.49032     -  101.59033      -6.28119500139        5               0.10001
37      101.60032     -  101.65037      -6.08816272454        12               0.05005
38      101.66036     -  101.77032      -6.28119500139        5               0.10996
39      101.78036     -  101.85037      -6.08816272454        12               0.07001
40      101.86032     -  101.99037      -6.28119500139        5               0.13005
41      102.00037     -  102.18036      -6.11490127714        4               0.17999
42      102.19037     -  102.19037      -6.17114501277        13               0.0
43      102.20174     -  102.73032      -6.38375366093        7               0.52858
44      102.74037     -  102.92037      -6.28119500139        5               0.18
45      102.93032     -  102.94037      -6.08816272454        12               0.01005
46      102.95032     -  103.0613      -6.28119500139        5               0.11098
47      103.07036     -  103.08032      -6.08816272454        12               0.00996000000001
48      103.09039     -  103.13032      -5.80876930673        9               0.03993
49      103.14032     -  103.15036      -6.17114501277        13               0.01004
50      103.16033     -  103.16033      -6.23795522814        1               0.0
51      103.17036     -  103.17036      -6.17114501277        13               0.0
52      103.18032     -  103.18032      -6.23795522814        1               0.0
53      103.19032     -  103.20033      -6.17114501277        13               0.01001
54      103.21036     -  103.21036      -6.23795522814        1               0.0
55      103.22033     -  103.22033      -6.17114501277        13               0.0
56      103.23032     -  103.23032      -6.23795522814        1               0.0
57      103.24037     -  103.25032      -6.17114501277        13               0.00995
58      103.26037     -  103.26037      -6.23795522814        1               0.0
59      103.27036     -  103.34037      -6.11490127714        4               0.07001
60      103.35032     -  103.39069      -5.97491598029        14               0.04037
61      103.40037     -  103.41032      -6.11490127714        4               0.00995
62      103.42037     -  103.42037      -6.17114501277        13               0.0
63      103.43036     -  103.43036      -6.23795522814        1               0.0
64      103.44037     -  103.44037      -6.17114501277        13               0.0
65      103.45172     -  103.45172      -6.23795522814        1               0.0
66      103.46032     -  103.47032      -6.17114501277        13               0.01
67      103.48033     -  103.48033      -6.23795522814        1               0.0
68      103.49041     -  103.49041      -6.17114501277        13               0.0
69      103.50033     -  103.50033      -6.23795522814        1               0.0
70      103.51036     -  103.54037      -6.11490127714        4               0.03001
71      103.55032     -  103.55032      -6.17114501277        13               0.0
72      103.56129     -  103.56129      -6.23795522814        1               0.0
73      103.57031     -  103.57031      -6.17114501277        13               0.0
74      103.58032     -  103.58032      -6.23795522814        1               0.0
75      103.59033     -  103.59033      -6.17114501277        13               0.0
76      103.60032     -  103.60032      -6.23795522814        1               0.0
77      103.61032     -  103.61032      -6.17114501277        13               0.0
78      103.62036     -  103.62036      -6.23795522814        1               0.0
79      103.63032     -  103.63032      -6.17114501277        13               0.0
80      103.64032     -  103.64032      -6.23795522814        1               0.0
81      103.65032     -  103.65032      -6.17114501277        13               0.0
82      103.66036     -  103.66036      -6.23795522814        1               0.0
83      103.67105     -  103.81131      -6.38375366093        7               0.14026
84      103.82036     -  104.00036      -6.28119500139        5               0.18
85      104.01037     -  104.35033      -6.08816272454        12               0.33996
86      104.36032     -  104.67033      -6.28119500139        5               0.31001
87      104.68036     -  104.68036      -6.08816272454        12               0.0
88      104.69032     -  104.83033      -6.38375366093        7               0.14001
89      104.8404     -  104.98037      -6.08816272454        12               0.13997
90      104.99037     -  105.00037      -5.80876930673        9               0.01
91      105.01037     -  105.07037      -6.28119500139        5               0.06
92      105.08037     -  105.10032      -6.08816272454        12               0.01995
93      105.11032     -  105.15032      -6.28119500139        5               0.04
94      105.16032     -  105.27037      -6.08816272454        12               0.11005
95      105.28036     -  105.32032      -6.38375366093        7               0.03996
96      105.33037     -  105.36032      -6.08816272454        12               0.02995
97      105.37037     -  105.37037      -6.23795522814        1               0.0
98      105.38037     -  105.38037      -6.17114501277        13               0.0
99      105.39037     -  105.56038      -5.80876930673        9               0.17001
100      105.57038     -  105.64081      -6.28119500139        5               0.07043
101      105.65033     -  105.72038      -6.08816272454        12               0.07005
102      105.73051     -  105.73051      -6.23795522814        1               0.0
103      105.74033     -  105.74033      -6.17114501277        13               0.0
104      105.75033     -  105.75033      -6.23795522814        1               0.0
105      105.76033     -  105.76033      -6.17114501277        13               0.0
106      105.77033     -  105.77033      -6.23795522814        1               0.0
107      105.78033     -  105.80038      -6.11490127714        4               0.02005
108      105.81038     -  106.01038      -6.28119500139        5               0.2
109      106.02033     -  106.11033      -6.11490127714        4               0.09
110      106.12038     -  106.30033      -6.28119500139        5               0.17995
111      106.31127     -  106.31127      -6.08816272454        12               0.0
112      106.32036     -  106.37033      -6.28119500139        5               0.04997
113      106.38033     -  106.43038      -6.08816272454        12               0.05005
114      106.44033     -  106.49033      -6.28119500139        5               0.05
115      106.50038     -  106.69038      -6.08816272454        12               0.19
116      106.70038     -  106.86038      -6.38375366093        7               0.16
117      106.87033     -  106.89033      -6.28119500139        5               0.02
118      106.90035     -  106.98033      -5.97491598029        14               0.07998
119      106.99038     -  107.00033      -5.72259948329        0               0.00995
120      107.01038     -  107.01038      -5.97491598029        14               0.0
121      107.02033     -  107.05033      -6.11490127714        4               0.03
122      107.06033     -  107.11033      -5.97491598029        14               0.05
123      107.12033     -  107.21038      -5.72259948329        0               0.09005
124      107.22033     -  107.28038      -5.97491598029        14               0.06005
125      107.29033     -  107.32038      -6.46468562319        3               0.03005
126      107.33033     -  107.77037      -5.72259948329        0               0.44004
127      107.78032     -  107.83037      -5.45208939077        10               0.05005
128      107.84038     -  108.07037      -5.72259948329        0               0.22999
129      108.08058     -  108.12038      -5.97491598029        14               0.0398
130      108.13037     -  108.19037      -6.11490127714        4               0.06
131      108.20033     -  108.50037      -5.97491598029        14               0.30004
132      108.51033     -  108.54032      -5.72259948329        0               0.02999
133      108.55038     -  108.68037      -5.97491598029        14               0.12999
134      108.69038     -  108.70175      -5.72259948329        0               0.01137
135      108.71038     -  108.89038      -5.97491598029        14               0.18
136      108.90037     -  108.93033      -5.72259948329        0               0.02996
137      108.94037     -  109.00037      -5.97491598029        14               0.06
138      109.01033     -  109.03033      -6.11490127714        4               0.02
139      109.04032     -  109.14036      -5.97491598029        14               0.10004
140      109.15038     -  109.19037      -6.11490127714        4               0.03999
141      109.2018     -  109.22032      -5.97491598029        14               0.01852
142      109.23059     -  109.69032      -5.72259948329        0               0.45973
143      109.70033     -  109.84037      -5.45208939077        10               0.14004
144      109.85033     -  109.89062      -5.72259948329        0               0.04029
145      109.90032     -  109.91033      -5.45208939077        10               0.01001
146      109.92037     -  109.96037      -5.72259948329        0               0.04
147      109.97033     -  109.97033      -5.97491598029        14               0.0
148      109.98032     -  110.13036      -6.11490127714        4               0.15004
149      110.14033     -  110.14033      -5.97491598029        14               0.0
150      110.15032     -  110.16038      -6.11490127714        4               0.01006
151      110.17095     -  110.17095      -6.17114501277        13               0.0
152      110.18037     -  110.19037      -6.23795522814        1               0.01
153      110.20178     -  110.37036      -6.11490127714        4               0.16858
154      110.38037     -  110.44037      -6.28119500139        5               0.06
155      110.45179     -  110.60032      -6.08816272454        12               0.14853
156      110.61037     -  110.61037      -6.23795522814        1               0.0
157      110.62037     -  110.62037      -6.17114501277        13               0.0
158      110.63033     -  110.63033      -6.23795522814        1               0.0
159      110.64037     -  110.64037      -6.17114501277        13               0.0
160      110.65038     -  110.65038      -6.23795522814        1               0.0
161      110.66032     -  110.66032      -6.17114501277        13               0.0
162      110.67038     -  110.78032      -6.38375366093        7               0.10994
163      110.79038     -  110.79038      -6.08816272454        12               0.0
164      110.80032     -  110.80032      -6.23795522814        1               0.0
165      110.8113     -  110.82032      -6.17114501277        13               0.00901999999999
166      110.83037     -  110.84047      -5.07071628092        6               0.0101
167      110.85038     -  110.86037      -6.11490127714        4               0.00999
168      110.87033     -  110.88037      -5.97491598029        14               0.01004
169      110.89033     -  110.90037      -5.72259948329        0               0.01004
170      110.91038     -  110.96032      -5.97491598029        14               0.04994
171      110.97038     -  111.04032      -6.11490127714        4               0.06994
172      111.05038     -  111.24037      -6.28119500139        5               0.18999
173      111.25037     -  111.25037      -6.23795522814        1               0.0
174      111.26037     -  111.26037      -6.17114501277        13               0.0
175      111.27037     -  111.55038      -6.46468562319        3               0.28001
176      111.56037     -  111.56037      -6.23795522814        1               0.0
177      111.57038     -  111.62032      -6.11490127714        4               0.04994
178      111.63033     -  111.63033      -6.17114501277        13               0.0
179      111.64037     -  111.64037      -6.23795522814        1               0.0
180      111.65033     -  111.66037      -6.17114501277        13               0.01004
181      111.67076     -  111.73038      -6.28119500139        5               0.05962
182      111.74032     -  111.78032      -6.08816272454        12               0.04
183      111.79033     -  111.84043      -6.38375366093        7               0.0501
184      111.85033     -  111.85033      -6.08816272454        12               0.0
185      111.86032     -  111.89033      -6.28119500139        5               0.03001
186      111.90035     -  111.94033      -5.80876930673        9               0.03998
187      111.95174     -  112.07037      -6.28119500139        5               0.11863
188      112.08037     -  112.15038      -6.08816272454        12               0.07001
189      112.16036     -  112.29037      -6.38375366093        7               0.13001
190      112.30032     -  112.41038      -6.28119500139        5               0.11006
191      112.42037     -  112.60032      -6.08816272454        12               0.17995
192      112.61033     -  112.64032      -6.38375366093        7               0.02999
193      112.65033     -  112.65033      -5.80876930673        9               0.0
194      112.66037     -  112.66037      -6.17114501277        13               0.0
195      112.67086     -  112.82036      -6.38375366093        7               0.1495
196      112.83033     -  112.87033      -6.08816272454        12               0.04
197      112.88032     -  112.94038      -6.38375366093        7               0.06006
198      112.95174     -  112.95174      -6.17114501277        13               0.0
199      112.96033     -  112.96033      -6.23795522814        1               0.0
200      112.97058     -  112.97058      -6.17114501277        13               0.0
201      112.98033     -  112.98033      -6.23795522814        1               0.0
202      112.99032     -  112.99032      -6.17114501277        13               0.0
203      113.00038     -  113.00038      -6.23795522814        1               0.0
204      113.01037     -  113.01037      -6.17114501277        13               0.0
205      113.02033     -  113.02033      -6.23795522814        1               0.0
206      113.03037     -  113.03037      -6.17114501277        13               0.0
207      113.04033     -  113.04033      -6.23795522814        1               0.0
208      113.05032     -  113.05032      -6.17114501277        13               0.0
209      113.06126     -  113.06126      -6.23795522814        1               0.0
210      113.07037     -  113.08033      -6.17114501277        13               0.00996000000001
211      113.09037     -  113.11032      -5.80876930673        9               0.01995
212      113.12033     -  113.12033      -6.17114501277        13               0.0
213      113.13037     -  113.13037      -6.23795522814        1               0.0
214      113.14033     -  113.14033      -6.17114501277        13               0.0
215      113.15032     -  113.15032      -6.23795522814        1               0.0
216      113.16037     -  113.17032      -6.17114501277        13               0.00995
217      113.18033     -  113.53037      -6.38375366093        7               0.35004
218      113.54033     -  113.59039      -6.28119500139        5               0.05006
219      113.60036     -  113.64037      -6.08816272454        12               0.04001
220      113.65037     -  113.91032      -6.38375366093        7               0.25995
221      113.92072     -  113.95175      -6.08816272454        12               0.03103
222      113.96033     -  114.0613      -6.38375366093        7               0.10097
223      114.07032     -  114.11037      -6.08816272454        12               0.04005
224      114.12038     -  114.12038      -6.23795522814        1               0.0
225      114.13037     -  114.13037      -6.17114501277        13               0.0
226      114.14038     -  114.14038      -6.23795522814        1               0.0
227      114.15032     -  114.15032      -6.17114501277        13               0.0
228      114.16033     -  114.16033      -6.23795522814        1               0.0
229      114.17036     -  114.17036      -6.17114501277        13               0.0
230      114.18033     -  114.18033      -6.23795522814        1               0.0
231      114.19036     -  114.20033      -6.17114501277        13               0.00997
232      114.21037     -  114.21037      -6.23795522814        1               0.0
233      114.22033     -  114.22033      -6.17114501277        13               0.0
234      114.23037     -  114.25032      -5.80876930673        9               0.01995
235      114.26038     -  114.27036      -6.17114501277        13               0.00998
236      114.2807     -  114.2807      -6.23795522814        1               0.0
237      114.29031     -  114.35038      -6.11490127714        4               0.06007
238      114.36032     -  114.36032      -6.17114501277        13               0.0
239      114.37038     -  114.37038      -6.23795522814        1               0.0
240      114.38032     -  114.38032      -6.17114501277        13               0.0
241      114.39038     -  114.39038      -6.23795522814        1               0.0
242      114.40036     -  114.40036      -6.17114501277        13               0.0
243      114.41033     -  114.41033      -6.23795522814        1               0.0
244      114.42075     -  114.43033      -6.17114501277        13               0.00958
245      114.44037     -  114.44037      -6.23795522814        1               0.0
246      114.45176     -  114.45176      -6.17114501277        13               0.0
247      114.46036     -  114.46036      -6.23795522814        1               0.0
248      114.47033     -  114.47033      -6.17114501277        13               0.0
249      114.48054     -  114.48054      -5.07071628092        6               0.0
250      114.49033     -  114.49033      -5.97491598029        14               0.0
251      114.50037     -  114.53033      -6.11490127714        4               0.02996
252      114.54036     -  114.54036      -5.97491598029        14               0.0
253      114.55033     -  114.67079      -5.72259948329        0               0.12046
254      114.68031     -  114.68031      -5.07071628092        6               0.0
255      114.6907     -  115.03031      -5.97491598029        14               0.33961
256      115.04038     -  115.07031      -6.11490127714        4               0.02993
257      115.08038     -  115.17032      -5.97491598029        14               0.08994
258      115.18033     -  115.25036      -6.11490127714        4               0.07003
259      115.26033     -  115.50032      -5.97491598029        14               0.23999
260      115.51038     -  115.56037      -6.11490127714        4               0.04999
261      115.57038     -  115.68036      -5.97491598029        14               0.10998
262      115.69033     -  115.81033      -5.72259948329        0               0.12
263      115.82032     -  115.82032      -5.97491598029        14               0.0
264      115.83033     -  115.94037      -6.11490127714        4               0.11004
265      115.95037     -  115.95037      -6.17114501277        13               0.0
266      115.96037     -  116.00033      -5.07071628092        6               0.03996
267      116.01037     -  116.01037      -5.72259948329        0               0.0
268      116.02033     -  116.02033      -5.97491598029        14               0.0
269      116.03037     -  116.07032      -6.11490127714        4               0.03995
270      116.08033     -  116.09044      -5.97491598029        14               0.01011
271      116.10036     -  116.26037      -6.11490127714        4               0.16001
272      116.27037     -  116.27037      -6.17114501277        13               0.0
273      116.28037     -  116.28037      -6.23795522814        1               0.0
274      116.29032     -  116.29032      -6.17114501277        13               0.0
275      116.30032     -  116.30032      -6.23795522814        1               0.0
276      116.31128     -  116.32037      -6.17114501277        13               0.00909
277      116.33037     -  116.33037      -6.23795522814        1               0.0
278      116.34032     -  116.34032      -6.17114501277        13               0.0
279      116.35032     -  116.35032      -6.23795522814        1               0.0
280      116.36037     -  116.36037      -6.17114501277        13               0.0
281      116.37032     -  116.37032      -6.23795522814        1               0.0
282      116.38037     -  116.45037      -6.11490127714        4               0.07
283      116.46032     -  116.46032      -6.17114501277        13               0.0
284      116.47032     -  116.47032      -6.23795522814        1               0.0
285      116.48037     -  116.49032      -6.17114501277        13               0.00995
